level,kanji_final,kanji_ai,hiragana_katakana,romaji_final,english_ai,pos,example_jp,example_en,usage_note
N4,やさいいため,やさいいため,野菜炒め,yasaiitame,fried vegetables,noun,野菜炒めは、おいしかったです,Fried vegetables were delicious.,
N4,入れる,入れる,いれる,iru,to make (coffee/tea),verb,お茶を作るには、コップに入れる必要があります,"To make tea, you need to put it in the cup.",
N4,お湯,お湯,おゆ,otyu,hot water,noun,お茶は、お湯で作りました。,I made the tea with hot water.,
N4,沸かす,,わかす,wakasu,to boil,v,この鍋で、野菜を沸かす,Boil the vegetables in this pot.,Verb; to heat up by bringing water to a boil. Can also mean 'to make something soft'
N4,ただいま,ただいま,ただいま,tadaima,I'm home,phrase,ただいま帰りました。,I've just come home.,
N4,お帰りなさい,お帰りなさい,おかえりなさい,ogirinasshai,welcome back,phrase,明日またお迎えにきますね、お帰りなさい。,"I'll come to pick you up again tomorrow, welcome back.",common phrase used by people at home when a family member returns.
N4,てんぷら,,てんぷら,tenpura,tempura,noun,天ぷらの食べ方を教えてください。,Teach me how to eat tempura.,
N4,充電器,,じゅうでんき,jūdenki,charger,noun,私のスマホの充電器はどこにある?,Where is my smartphone charger?,
N4,スマホ,,スマホ,sumaho,smartphone,noun,スマホで映画を見ました。,I watched a movie on my smartphone.,
N4,引き出し,,ひきだし,hikidasu,drawer,noun,机の中の引き出しに物をしましょう。,Let's put things in the drawer on the desk.,
N4,やる,,やる,yaru,to do,verb,今日は何する?,What are you going to do today?,
N4,番組,,ばんぐみ,bangumi,show / program,noun,テレビで番組を見ました。,I watched a show on TV.,
N4,終わる,終わる,おわる,owaru,to finish,verb,この本はもう読み終わった。,I've finished reading this book.,
N4,起こす,起こす,おこす,okosu,to wake (someone) up,verb,彼女は早く起きるようにおこした。,She made her wake up early.,
N4,クリスマス,クリスマス,クリスマス,Kurisumasu,Christmas,noun,彼の家族と一緒にクリスマスを祝った。,He celebrated Christmas with his family.,
N4,する,する,する,suru,to have / choose / decide on,verb,何を食べるか、決める前に食事をしない方がいいと思った。,"Before deciding what to eat, it's better not to eat at all.",
N4,焼く,焼く,やく,yaku,to roast / grill / bake,verb,お肉をフライパンで焼いた。,She grilled the meat in a frying pan.,
N4,チキン,チキン,チキン,Chikin,chicken,noun,チキンと野菜のスープはおいしいね。,The chicken and vegetable soup is delicious.,
N4,いちご,,いちご,itsugai,strawberry,n,いちごはおいしいです。,Strawberries are delicious. ,This word is typically used in the context of the fruit itself.
N4,ケーキ,ケーキ,ケーキ,Kéki,cake,noun,彼女が作ったケーキは美味しかった。,Her cake was delicious.,
N4,洗濯機,洗濯機,せんたくき,Sentakuki,washing machine,noun,洗濯機を使うと、時間が短くなりますね。,Using a washing machine makes it faster.,
N4,閉める,閉める,しめる,shimeru,to close,verb,家に帰るときは窓を閉めないでください。,"When going home, don't forget to close the window.",
N4,出る,出る,でる,deru,to flow / come out (water),verb,水が出てきました。,Water came out.,
N4,そうしたら,そうしたら,そうしたら,sōshitarā,then / after that,adverb,夜、家に帰って夕食を食べる。そしてそうしたらテレビを見た。,"After dinner, she watched TV.",
N4,消える,消える,きえる,keru,to go out (lights) / disappear,verb, lights were going to be,The lights are about to go out.,
N4,懐中電灯,懐中電燈,かいちゅうでんとう,kai chū den tō,flashlight,noun,I'm using a,I'm using a flashlight.,
N4,玄関,玄関,げんかん,genkan,foyer / entrance,noun,The foyer was,The foyer is very elegant.,
N4,届く,届く,とどく,todoku,to arrive / be delivered (packages),verb,The package will be,The package has arrived.,
N4,ネット,ネット,ネット,netto,internet / online,noun,You can search for,You can access the internet here.,
N4,へえ,へえ,へえ,hee,Oh? / Really!,interjection, What is that? ,"Really, how tall are you?",
N4,ワンピース,ワンピース,ワンピース,wan pīsu,dress,noun,She's wearing a,The dress was beautiful.,
N4,クッキー,クッキー,クッキー,kakkī,cookie,noun,I love eating ,Do you like cookies?,
N4,バター,バター,バター,bataa,butter,noun,Can I have some ,"Pass the butter, please.",
N4,グラム,グラム,グラム,guramu,grams,noun,The cake weighs ,This medicine has 200 grams.,
N4,遅くまで,遅くまで,おそくまで,osoku made,until late,adverbial phrase,年有ル代にしは生れきる,We'll meet at 8pm tonight.,
N4,眠る,欥をき,ねむる,nemuru,to sleep,verb,ロイの日本は安拟るしきる　我ますのある,I will go to sleep at 10pm tonight.,
N4,夢,浏を,ゆめ,yume,dream,noun,ロイのきるしきる　我ます浏を安拟にしきる,I have a dream.,
N4,人形,人な旭,にんぎょう,ningyou,doll,noun,ロイのみきる　たを気室ん及しきる,It's a doll. I will play with it.,
N4,汚れる,择なき,よごれる,yogoreru,to become dirty,verb,ロイを安拟しくる　我ますの择気室ん及しきる,I will clean the table that became dirty.,
N4,せっけん,張おへい,せっけん,sekkenshu,soap,noun,ロイのしきる　我ますん張おへいたを気室ん及しきる,It's soap. I will wash with it.,
N4,思う,各なへ,おもう,omou,to think,verb,ロイのきる　我ますん各気室ん及しくる　よある,I am thinking. What should I do?,
N4,掃除機,武の旭なへい,そうじき,soujiki,vacuum cleaner,noun,ロイのしきる　我ますん武の旭なへいたを気室ん及しくる,It's a vacuum cleaner. I will clean with it.,
N4,ごみ箱,择の手なへい,ごみばこ,gomi-bako,wastebasket,noun,ロイのしきる　我ますん择の手気室ん及しくる,It's a wastebasket. I will throw the trash into it.,
N4,ごみ,择なへ,ごみ,gomi,trash,noun,ロイを安拟しくる　我ますの择気室ん及しきる,I will clean the trash.,
N4,捨てる,,すてる,suteru,to throw out,verb,ゴミをすてました。,I threw away the trash.,
N4,棚,,たな,tana,shelf,noun,家にある棚に本を置いています。,I put books on the shelf in my house.,
N4,片付ける,,かたづける,katadukeru,to tidy up,verb,部屋を片付けてくれた。,They helped to tidy up the room.,
N4,～代,,～だい,~dai,bill / fee / charge,"noun, adjective",電気代を払いました。,I paid the electricity bill.,
N4,ガス,,ガス,gas,gas,n,ガスで炊飯をする,I cook rice using gas.,Gas is often used for cooking in households.
N4,水道,,すいどう,suidou,water (supply),noun,家の水道が壊れてしまいました。,The water supply in our house broke.,
N4,生活する,,せいかつする,seikatsu suru,to live / get by in life,verb,一人暮らしをして生活しています。,I am living alone and getting by.,
N4,冷房,,れいぼう,reibou,air conditioner (cooling),noun,夏に冷房を使っています。,We use air conditioning in the summer.,
N4,あったかい,,あったかい,attakai,warm,adjective,昨日は温かい天気でした。,Yesterday was warm weather.,
N4,暖房,,だんぼう,danbou,heater (heating),noun,冬に暖房を使っています。,We use a heater in the winter.,
N4,バナナ,,バナナ,banan,banana,noun,バナナを買いました。,I bought a banana.,
N4,サラダ,サラダ,サラダ,sarada,salad,noun,サラダは私の好きな食べ物です。,Salads are my favorite foods.,
N4,納豆,納豆,なっとう,natto,natto (fermented soybeans),noun,昨日、納豆を食べて疲れました。,I was tired after eating natto yesterday.,
N4,体にいい,体にいい,からだにいい,karada ni ii,healthy / good for the body,adjective,この果物は子供にとても体にいいです。,This fruit is very healthy for children.,
N4,冷蔵庫,冷蔵庫,れいぞうこ,reizouko,refrigerator,noun,冷蔵庫の中には、食料品がたくさんあります。,There are a lot of food supplies in the refrigerator.,
N4,電子レンジ,電子レンジ,でんしレンジ,denshi renji,microwave,noun,電子レンジを使用すると、食べ物が速く温まる。,"Using a microwave, food warms up quickly.",
N4,お皿,お皿,おさら,osara,plate / dish,noun,食事は、お皿の上で行います。,Meals are eaten on plates.,
N4,コップ,コップ,コップ,koppu,glass / cup,noun,コーヒーを、コップの中に注ぐと良いでしょう。,It's a good idea to pour coffee into a glass.,
N4,箸,箸,はし,hashi,chopsticks,noun,食事は、箸で食べます。,Meals are eaten with chopsticks.,
N4,料理する,料理する,りょうりする,ryouri suru,to cook,verb,夕方に、家で料理する習慣があります。,It's a habit to cook at home in the evening.,
N4,洗濯物を干す,洗濯物を干す,せんたくものをほす,sentaku mono o hosu,to hang out the laundry,verb,晴れた日は、外で洗濯物を干します。,"On a sunny day, it's good to hang the laundry outside.",
N4,服をたたむ,安を部や,ふくをたたむ,fuku o tatamu,to fold clothes,verb,だしれ、安を部やきます,I will wash and fold the laundry.,common verb to describe doing laundry
N4,床を拭く,専を渏や,ゆかをふく,yuka o fuku,to wipe/mop the floor,verb,しちときべぬ専を渏やさ、バーコイル合を渏やさ,I will wipe/mop the floor and vacuum the carpet.,common verb to describe cleaning
N4,窓を開ける,珖を反や,まどをあける,mado o akeru,to open the window,verb,だしれ、珖を反やきます,I will open the window.,
N4,鍵をかける,私を寺や,かぎをかける,kagi o kakeru,to lock the door,verb,しちときべぬ私を寺やさ、バーコイル合を渏やさ,I will lock the door and vacuum the carpet.,common verb to describe locking
N4,鏡,鬽,かがみ,kagami,mirror,noun,宮たというもデァを鬽、台ましは深きます,I will wash my face and look in the mirror.,
N4,ティッシュ,トイサル,ティッシュ,tisshu,tissue,noun,しちときべぬ漢を私んや、トイサル合を用いしのたそ,I will use a handkerchief and also use a tissue.,borrowed word from English
N4,ゴミ袋,ィミジル,ゴミぶくろ,gomi bukuro,trash bag,noun,しちときべぬ安を部や、ィミジル合を用いしのたそ,I will wash and fold the laundry and use a trash bag.,borrowed word from English
N4,タオル,ダヱカル,タオル,taoru,towel,noun,しちときべぬ漢を私んや、ダヱカル合を用いしのたそ,I will use a handkerchief and also use a towel.,borrowed word from English
N4,電気,東を,でんき,denki,light / electricity,noun,デァというもドんまた、東を実つきます,I will wash my face and turn on the light.,
N4,シャワーを浴びる,デァやを深きます,シャワーをあびる,shawaa o abiru,to take a shower,verb,だしれ、デァやを深きます,I will take a shower.,
N4,お風呂に入る,風呂,おふろにはいる,ofuro ni iru,to take a bath,verb,学生は毎日お風呂に入る,Students take a bath every day.,
N4,歯を磨く,歯,はをみがく,ha o miragu,to brush teeth,verb,朝、歯を磨くことが大切だ,Brushing your teeth in the morning is important.,
N4,ドライヤー,,ドライヤー,doraiyaa,hair dryer,noun,風が強いのでドライヤーを使います,I use a hair dryer because it's windy today.,
N4,ウイスキー,,ウイスキー,uisukii,whiskey,noun,彼はウイスキーを飲みます,He drinks whiskey.,
N4,売り場,売り場,うりば,uriba,section (of a store),noun,この店にはファッション品の売り場がある,This shop has a section for fashion items.,
N4,地下,地下,ちか,chika,basement / underground,noun,そのビルは地下に駐車場があって便利だ,That building has a convenient underground parking lot.,
N4,（お）しはらい（（お）支払い）,,（お）しはらい（（お）支払い）,oshiharai (oshiatsui),payment,phrase,お支払いは次の日までに済ませてください,Please settle the payment by tomorrow.,
N4,カード,,カード,kaado,credit card,noun,彼女はクレジットカードを使って買い物をする,She shops using a credit card.,
N4,メッセージ,,メッセージ,messeiji,message,noun,彼からメッセージが来た,He sent me a message.,
N4,暗証番号,暗証,あんしょうばんごう,anshou bangou,PIN,noun,カードには暗証番号を入力する必要がある,You need to input the PIN on your card.,
